year,month,day,hour,minute,AM/PM,location,type,gender,lat,lon,node_1,node_2
2023,2,6,5,43,PM,"484 Pittsfield Rd., Lenox",PEDESTRIAN,M,42.40384299999999,-73.26511359999999,64518366,64558658
2023,2,5,4,43,PM,"SR-3A (Lincoln St.) + Shipyard Dr., Hingham",OPERATOR,M,42.2491147,-70.9223993,62618768,62620591
2023,2,5,1,44,AM,"Liberty St. + Calvin St., Springfield",OPERATOR,M,42.13168779999999,-72.5846483,70161360,70176562
2023,2,3,11,39,PM,"131 Main St., Cotuit",OPERATOR,M,41.6172921,-70.4367642,67960898,68123558
2023,2,3,5,43,PM,"519 Podunk Rd., East Brookfield",OPERATOR,M,42.1960403,-72.0458211,66065925,66078223
2023,2,3,11,58,AM,"212 Feeding Hills Rd., Southwick",PASSENGER,F,42.06419289999999,-72.7275812,72495339,72524942
2023,2,2,3,39,PM,"260 Milton St., Dedham",OPERATOR,M,42.2417413,-71.14582639999999,61354456,65884075
2023,1,30,9,13,AM,"West St. (300 Block), Pittsfield",PEDESTRIAN,F,42.4500034,-73.2618679,71446432,71622879
2023,1,30,2,6,AM,"35 Lafayette Sq,, Haverhill",OPERATOR,M,42.7771259,-71.0890967,330304728,330321865
2023,1,26,2,1,PM,"445 Main St., Wareham",OPERATOR,M,41.7637118,-70.7225306,69588930,69807168
2023,1,23,11,46,AM,"91 Concord Rd. EAST, Acton",PEDESTRIAN,F,42.4785252,-71.4243936,73243938,2523854858
2023,1,22,6,48,PM,"Main St. + Hedge St., Fairhaven",OPERATOR,M,41.650374,-70.90907299999999,67039309,67088926
2023,1,20,10,35,PM,"Melnea Cass Blvd. + Mass Ave., Boston",PEDESTRIAN,M,42.3325241,-71.0721386,1173894796,61345192
2023,1,19,7,25,AM,"I-90 EAST, MM 88.9, Auburn",OPERATOR,M,42.1948571,-71.8467673,67364520,66732168
2023,1,15,7,15,AM,"76 Myricks St., Berkley",PASSENGER,M,41.831262,-71.029553,72630999,72632856
2023,1,12,1,4,PM,"241 Glen Charlie Rd., Wareham",OPERATOR,F,41.78420149999999,-70.6476339,69607888,69822142
2023,1,9,4,51,PM,"90 South Main St., Sharon",PEDESTRIAN,M,42.1203861,-71.1801739,75193251,75223633
2023,1,7,5,39,PM,"I-95 NORTH, MM 26.2, Westwood",MOTORCYCLE: OPERATOR,M,42.2258442,-71.1781404,65915893,73082950
2023,1,4,6,30,PM,"North Ave. + Yale Ave., Wakefield",OPERATOR,F,42.5042244,-71.0771303,69041529,69056170
2023,1,1,8,14,PM,"144 Littleton Rd., Chelmsford",OPERATOR,M,42.5924621,-71.3667808,65175032,65205348
2023,1,1,1,18,PM,"I-495 SOUTH, EXIT 88, Chelmsford",OPERATOR,F,42.6003732,-71.3607998,65166860,65199498
2022,12,31,7,3,PM,"785 Armory St., Springfield",OPERATOR,M,42.127474,-72.59656799999999,70007311,70141969
2022,12,31,4,49,PM,"224 College Highway, Southwick",OPERATOR,F,42.0274012,-72.78435879999999,72519439,72558116
2022,12,30,11,0,PM,"I-95 SOUTH, MM 17, Sharon",OPERATOR,M,42.1095898,-71.2308492,75217304,75220270
2022,12,29,12,57,AM,"SR-2A (State Rd.), Phillipston",OPERATOR,M,42.5717746,-72.1275315,71401516,71405451
2022,12,26,8,43,PM,"414 North Main St., Sharon",PEDESTRIAN,M,42.1380576,-71.15282909999999,64710078,75193432
2022,12,26,1,27,PM,"93 West St., Douglas",PEDESTRIAN,F,42.0716269,-71.7347457,66301116,66353883
2022,12,23,11,31,AM,"SR-132 (1481 Iyannough Rd.), Centerville",PEDESTRIAN,M,41.6782136,-70.3180507,68185572,67906910
2022,12,22,3,15,PM,"400 Cambridge St., Woburn",OPERATOR,M,42.4590092,-71.1635807,74155249,74156925
2022,12,22,12,32,PM,"59 1/2 South Main St. SOUTH, Acushnet",BICYCLIST,M,41.6710235,-70.9091207,73353776,73356685
2022,12,20,5,34,PM,"251 Piper Rd. + Monastery Ave., West Springfield",PEDESTRIAN,F,42.1168238,-72.6368182,71215468,71251060
2022,12,19,5,20,PM,"SR-24 SOUTH, MM 29, West Bridgewater",OPERATOR,F,42.0176272,-71.0459131,71010353,70983315
2022,12,17,6,23,PM,"1600 Falmouth Rd., Barnstable",PASSENGER,F,41.6579399,-70.3456477,67928281,68274499
2022,12,15,4,41,PM,"122 Mashapaug Rd., Holland",OPERATOR,M,42.0575188,-72.1612815,62833809,62854403
2022,12,14,5,8,PM,"I-90 WEST, MM 85.6, Charlton",OPERATOR,F,42.153294,-71.9726527,65000933,70960244
2022,12,14,3,42,PM,"Congress St. + Dwight St., Springfield",PEDESTRIAN,M,42.1084408,-72.5952257,70065746,70209768
2022,12,14,4,21,AM,"Sumner St. + Ryan Rd., Stoughton",OPERATOR,M,42.1116751,-71.08765319999999,70659031,70670921
2022,12,13,2,46,PM,"Park St. + Tremont St., Rehoboth",PASSENGER,M,41.9033998,-71.2495392,73478956,73518558
2022,12,12,12,48,PM,"Harrison Ave. + Bernardston Rd., Greenfield",PEDESTRIAN,M,42.6067982,-72.5883426,61751284,61758832
2022,12,11,4,39,PM,"I-495 SOUTH, MM 114, Merrimac",OPERATOR,F,42.8272301,-71.0018518,66771087,2289407651
2022,12,11,2,38,AM,"I-93 NORTH, near EXIT 15, Boston",PEDESTRIAN,M,42.3141189,-71.0515489,61371753,2251836593
2022,12,11,1,3,AM,"I-391 NORTH, MM 2.6, Chicopee",OPERATOR,M,42.1625569,-72.611435,64807008,488980762
2022,12,10,5,0,PM,"192 Main St. + Lakeview Rd., Foxborough",OPERATOR,F,42.0655274,-71.2684757,67805513,67838980
2022,12,10,11,2,AM,"331 Highland Ave., Salem",PEDESTRIAN,F,42.4988744,-70.927526,74542268,74520959
2022,12,8,5,57,PM,"I-495 SOUTH, MM 47, Bellingham",OPERATOR,F,42.1153986,-71.4665228,74629233,67196611
2022,12,8,2,42,PM,"Milestone Rd. + New South Rd., Nantucket",MOTORCYCLE: OPERATOR,M,41.2672252,-70.0459077,67946005,68118887
2022,12,8,8,58,AM,"933 Meadow St., Chicopee",BICYCLIST,M,42.1614462,-72.6134108,64807008,488980762
2022,12,7,11,27,AM,"US-20 EAST + Old Worcester Rd., Charlton",OPERATOR,M,42.1410958,-71.9522765,64945034,65031024
2022,12,7,11,27,AM,"US-20 EAST + Old Worcester Rd., Charlton",OPERATOR,F,42.1410958,-71.9522765,64945034,65031024
2022,12,7,3,13,AM,"I-93 SOUTH, EXIT 38, Andover",OPERATOR,F,42.6578153,-71.191265,68021299,67987074
2022,12,7,2,16,AM,"Paramount Drive & New State Highway, Raynham",PASSENGER,M,41.9049696,-71.0232855,73239648,5477770913
2022,12,6,9,5,PM,"US-3, near EXIT 20, Duxbury",OPERATOR,F,42.0417525,-70.6722767,65778603,65805786
2022,12,5,5,48,PM,"I-395 SOUTH, MM 10.4, Auburn",OPERATOR,M,42.1741641,-71.8445257,70211829,66666771
2022,12,3,12,20,AM,"1059 Grafton St., Worcester",PASSENGER,F,42.2434326,-71.7555434,74431349,74601900
2022,12,3,12,20,AM,"1059 Grafton St., Worcester",OPERATOR,M,42.2434326,-71.7555434,74431349,74601900
2022,11,30,4,55,PM,"945 Chicopee St., Chicopee",PEDESTRIAN,M,42.19047459999999,-72.6021523,64742589,64806551
2022,11,29,7,48,PM,"I-190 NORTH, MM 4.6, West Boylston",PEDESTRIAN,F,42.3526899,-71.8107768,62806648,70945076
2022,11,28,5,52,PM,"552 Chicopee St., Chicopee",PEDESTRIAN,M,42.1817059,-72.6153238,64751845,64794164
2022,11,26,10,45,AM,"221 Cocasset St., Foxborough",PEDESTRIAN,M,42.0627649,-71.21908979999999,67815595,67869319
2022,11,24,7,28,PM,"SR-18 NORTH + I-195 WEST, New Bedford",MOTORCYCLE: OPERATOR,M,41.6362152,-70.93420499999999,66904749,66908218
2022,11,24,2,11,AM,"235 Center St., Chicopee",PASSENGER,M,42.1418416,-72.6109436,64792025,64798515
2022,11,24,2,7,AM,"I-195 WEST, EXIT 16, Westport",OPERATOR,M,41.6785068,-71.1037659,73010204,72918299
2022,11,22,1,56,PM,"Granite St. + Davis Rd., Braintree",OPERATOR,F,42.2159719,-71.0230234,330119290,330123134
2022,11,21,7,16,PM,"108 Forest Ave., Brockton",PEDESTRIAN,M,42.0721718,-71.0236333,64063458,64117633
2022,11,21,10,45,AM,"94 Derby St., Suite 275, Hingham",PEDESTRIAN,M,42.1786956,-70.9078674,74055959,62564677
2022,11,21,10,35,AM,"I-495 NORTH, MM 69.6, Bolton",OPERATOR,M,42.4407089,-71.5883125,5286185831,74901540
2022,11,19,10,31,PM,"800 South St., Waltham",PASSENGER,F,42.3546031,-71.26250290000002,69193522,72883818
2022,11,17,2,26,PM,"SR-140, north of Green St., Gardner",OPERATOR,M,42.5939869,-71.963602,61563612,61599091
2022,11,17,7,1,AM,"Mohawk Trail, Greenfield",OPERATOR,F,42.6103188,-72.5848961,61754663,3759312507
2022,11,17,4,59,AM,"US-3 NORTH, MM 91.6, Tyngsborough",PEDESTRIAN,M,42.6625935,-71.4316689,68585325,68459198
2022,11,12,5,26,AM,"I-495 NORTH, MM 85.7, Chelmsford",OPERATOR,M,42.6003732,-71.3607998,65166860,65199498
2022,11,11,10,21,PM,"476 Southern Artery, Quincy",PEDESTRIAN,M,42.2545764,-70.9952378,73063699,4593182163
2022,11,11,3,29,PM,"106 Milton St., Dedham",MOTORCYCLE: OPERATOR,M,42.24491219999999,-71.1512193,65875110,65875571
2022,11,11,8,37,AM,"785 Pearl St., Gardner",OPERATOR,F,42.5980512,-71.9590963,61553013,61610822
2022,11,11,1,37,AM,"I-90 WEST, MM 114, Framingham",OPERATOR,M,42.3070606,-71.4418546,61476861,61437898
2022,11,10,6,0,AM,"68 Franklin St., Framingham",PEDESTRIAN,M,42.2790877,-71.41847969999999,61424224,2879383113
2022,11,7,2,13,PM,"164 Kingsman St., Taunton",OPERATOR,F,41.857281,-70.9985396,63812996,69106283
2022,11,7,9,0,AM,"US-3 SOUTH, prior to MM 73.2, Bedford",OPERATOR,M,42.489706,-71.20888,64570576,64578151
2022,11,6,12,47,PM,"Middlesex Tpke. + Blue Sky Dr., Burlington",MOTORCYCLE: OPERATOR,M,42.49598779999999,-71.227175,64524661,473648881
2022,11,6,1,11,AM,"262 Pleasant St., Brockton",OPERATOR,M,42.0869746,-71.0293074,64115845,64228536
2022,11,4,11,21,PM,"174 Marvel St., Swansea",OPERATOR,M,41.7758246,-71.1595426,68800795,68812354
2022,11,4,4,21,PM,"587 Centre St., Brockton",PASSENGER,M,42.0836623,-70.99508349999999,64116894,64239732
2022,11,3,1,7,PM,"SR-24 SOUTH, MM 27.4, West Bridgewater",OPERATOR,M,42.0176272,-71.0459131,71010353,70983315
2022,11,2,5,32,PM,"US-44 WEST, east of MM 29.2, Carver",PASSENGER,M,41.9315962,-70.7946586,64768453,64791259
2022,11,2,5,32,PM,"US-44 WEST, east of MM 29.2, Carver",PASSENGER,F,41.9315962,-70.7946586,64768453,64791259
2022,11,1,3,23,PM,"West Central St. + Union St., Franklin",OPERATOR,F,42.0834891,-71.4029793,61516163,61536237
2022,11,1,7,47,AM,"Beech Hill Rd., Blandford",OPERATOR,F,42.150078,-72.9566488,73545285,73575588
2022,10,31,12,4,PM,"135 Great Rd., Acton",MOTORCYCLE: OPERATOR,M,42.4808593,-71.41430509999999,73231212,73251408
2022,10,29,10,8,PM,"SR-9 EAST + South St., Shrewsbury",PEDESTRIAN,F,42.277199,-71.6975537,71420607,71596692
2022,10,29,6,16,PM,"417 Springfield St., Chicopee",PEDESTRIAN,F,42.1386115,-72.6013826,64736332,64782682
2022,10,29,2,55,AM,"270 South St., Agawam",OPERATOR,M,42.0434955,-72.6285283,65376131,65492574
2022,10,29,1,17,AM,"86 Broadway St., Methuen",PEDESTRIAN,M,42.7201952,-71.1811347,66780204,66856911
2022,10,27,6,19,PM,"102 North Main St. SOUTH, East Longmeadow",BICYCLIST,M,42.0687177,-72.5156159,66127599,66135517
2022,10,26,4,14,PM,"Phinney's Ln. + Old Strawberry Hill Rd., Barnstable",OPERATOR,F,41.6723445,-70.3162837,67893679,67905761
2022,10,25,5,33,AM,"SR-7, near Pike Rd., Sheffield",PASSENGER,M,42.0848761,-73.33899110000002,75236963,75250113
2022,10,25,5,33,AM,"SR-7, near Pike Rd., Sheffield",PASSENGER,F,42.0848761,-73.33899110000002,75236963,75250113
2022,10,23,9,35,PM,"330 Middlesex Ave., Medford",PEDESTRIAN,M,42.41455860000001,-71.0800734,65357712,66446178
2022,10,22,11,44,PM,"I-495 NORTH, MM 86, Chelmsford",OPERATOR,M,42.6003732,-71.3607998,65166860,65199498
2022,10,22,9,41,PM,"I-93 SOUTH, EXIT 15A, Boston",PEDESTRIAN,M,42.3141189,-71.0515489,61371753,2251836593
2022,10,21,10,19,PM,"SR-146 SOUTH, MM .05, Uxbridge",OPERATOR,M,42.0565106,-71.6410891,68816000,68853520
2022,10,21,9,37,PM,"I-93 NORTH, EXIT 31, Wilmington",MOTORCYCLE: OPERATOR,M,42.5675509,-71.1456444,73916792,73918480
2022,10,20,7,1,PM,"2 High St., Monson",PEDESTRIAN,F,42.1022267,-72.3191343,67565555,67599504
2022,10,18,5,36,AM,"I-93 SOUTH, EXIT 22, Medford",PASSENGER,F,42.4252234,-71.103168,939660350,66449407
2022,10,17,10,54,PM,"I-495 SOUTH, MM 1.4, Wareham",OPERATOR,F,41.7979444,-70.757077,69872141,69834614
2022,10,16,1,48,AM,"841 Western Ave., Lynn",OPERATOR,M,42.4601186,-70.9694173,65187615,65188338
2022,10,16,1,47,AM,"46 McKay St., Beverly",MOTORCYCLE: OPERATOR,M,42.5592942,-70.8893582,69468883,69561108
2022,10,16,12,24,AM,"1735 G.A.R. Highway, Swansea",OPERATOR,M,41.7590629,-71.24829749999999,68816945,68840951
2022,10,15,3,56,AM,"I-495 SOUTH, MM 29.8, Mansfield",OPERATOR,F,42.004663,-71.2220076,1623026541,65497336
2022,10,15,3,56,AM,"I-495 SOUTH, MM 29.8, Mansfield",OPERATOR,M,42.004663,-71.2220076,1623026541,65497336
2022,10,13,9,24,PM,"1983 Main St., Marshfield",OPERATOR,M,42.153283,-70.743559,65929223,66054479
2022,10,13,6,33,PM,"248 Great Rd., Acton",PEDESTRIAN,M,42.4940535,-71.4175984,73217858,73273240
2022,10,13,7,0,AM,"I-495 SOUTH, north of I-93 interchange, Andover",OPERATOR,M,42.6644284,-71.1936343,67895838,67981041
2022,10,12,4,25,PM,"178 Forest St., Needham",OPERATOR,M,42.2935233,-71.25505509999999,68329018,68357202
2022,10,12,11,40,AM,"US-3 SOUTH, MM 33.2, Norwell",OPERATOR,M,42.1615157,-70.7927832,69364521,5002420259
2022,10,12,11,31,AM,"I-495 SOUTH, south of EXIT 2, Wareham",OPERATOR,F,41.7979444,-70.757077,69872141,69834614
2022,10,9,8,57,PM,"I-495 NORTH, MM 90.4, Chelmsford",OPERATOR,F,42.6003732,-71.3607998,65166860,65199498
2022,10,8,10,0,PM,"I-93 NORTH, prior to EXIT 20, Boston",PASSENGER,F,43.2897137,-71.5707282,194971543,194971559
2022,10,8,8,23,PM,"482 Springfield St., Chicopee",PEDESTRIAN,M,42.1367998,-72.6013998,64746003,64772217
2022,10,8,5,14,AM,"I-495 NORTH, MM 36, Plainville",PEDESTRIAN,M,42.0381605,-71.3224488,1187264062,71716346
2022,10,6,8,19,PM,"SR-28 SOUTH (158 Main St.), North Reading",PEDESTRIAN,F,42.5750939,-71.0786653,68686849,68702155
2022,10,6,7,10,PM,"I-190 NORTH, MM 18.2, Leominster",PASSENGER,F,42.5011551,-71.721346,63989801,64625175
2022,10,4,8,57,PM,"35 Spring St., Boston",PEDESTRIAN,M,42.2781242,-71.161655,61398415,61398437
2022,10,4,2,42,AM,"I-495 NORTH, EXIT 62, Marlborough",OPERATOR,M,42.348511,-71.5764522,65767387,65763316
2022,10,3,8,27,AM,"22 Coleman St., Gardner",PEDESTRIAN,F,42.5776671,-72.0043841,61559889,61573916
2022,10,2,3,22,AM,"I-95 NORTH, north of EXIT 13, Foxborough",PASSENGER,M,42.0602178,-71.2328673,67873140,67823282
2022,10,1,2,29,AM,"I-93 SOUTH, MM 12.4, Boston",PEDESTRIAN,M,42.3141189,-71.0515489,61371753,2251836593
2022,10,1,1,22,AM,"797 Berkshire Ave., Springfield",OPERATOR,M,42.141447,-72.52319229999999,70143266,70306774
2022,9,30,12,2,PM,"3512 Jacobs Ladder Rd., Becket",OPERATOR,M,42.2831392,-73.1437425,70703665,70735484
2022,9,30,3,4,AM,"SR-24 NORTH, south of EXIT 28, West Bridgewater",OPERATOR,M,42.0176272,-71.0459131,71010353,70983315
2022,9,29,2,0,PM,"29 Weaver St., Wareham",OPERATOR,M,41.7937407,-70.7614734,69773435,69901268
2022,9,28,7,20,PM,"115 SR-28, Yarmouth",PEDESTRIAN,F,41.6571199,-70.26289919999999,75068422,75197840
2022,9,28,4,10,PM,"60 Broad Cove Rd., Hingham",OPERATOR,M,42.24933619999999,-70.9029698,62598162,62629455
2022,9,26,8,47,PM,"172 Winter St., Haverhill",PEDESTRIAN,F,42.7776723,-71.0837052,330287649,330312640
2022,9,26,7,52,AM,"94 Berkley St., Lawrence",PEDESTRIAN,F,43.6537517,-79.3653848,66878945,67820126
2022,9,25,11,20,PM,"266 South Border Rd., Medford",OPERATOR,M,42.4373325,-71.1200642,66433757,74119907
2022,9,25,3,19,PM,"18 Leicester St., Oxford",MOTORCYCLE: OPERATOR,M,42.1639271,-71.8909656,70194348,70194639
2022,9,25,2,45,PM,"777 Rogers St., Lowell",MOTORCYCLE: OPERATOR,M,42.6286824,-71.2783263,64885553,64924059
2022,9,25,6,59,AM,"1800 Great Pond Rd., North Andover",PASSENGER,F,42.7143221,-71.1066943,68462624,68477820
2022,9,24,10,59,PM,"85 School St., Boylston",MOTORCYCLE: OPERATOR,M,42.345695,-71.7334022,73444498,73460404
2022,9,22,11,4,AM,"93 Gardner Rd., Winchendon",MOTORCYCLE: OPERATOR,F,42.6404398,-72.004824,74046221,74076982
2022,9,21,7,52,PM,"Dalton Ave. + Hubbard Ave., Pittsfield",BICYCLIST,M,42.4697834,-73.1966971,71577765,71486236
2022,9,18,4,21,AM,"1296 West St., Attleboro",OPERATOR,M,41.9281193,-71.3376274,65640703,65719431
2022,9,18,4,21,AM,"1296 West St., Attleboro",PASSENGER,M,41.9281193,-71.3376274,65640703,65719431
2022,9,16,2,58,PM,"12 Railroad Ave., Rockport",PEDESTRIAN,F,42.655677,-70.624398,74105023,74136445
2022,9,16,1,59,PM,"414 Granby Rd., Chicopee",PEDESTRIAN,M,42.1567281,-72.598685,64749506,64787287
2022,9,15,10,55,AM,"140 South Quinsigamond Ave., Shrewsbury",OPERATOR,F,42.2650156,-71.7502614,71559471,71684099
2022,9,14,10,30,PM,"60 Baldwinville State Rd., Winchendon",OPERATOR,M,42.6640791,-72.07859619999999,74016139,74049834
2022,9,14,3,5,PM,"Soldiers Field Rd. (Eliot Bridge), Boston",OPERATOR,M,42.37149369999999,-71.1301234,61376844,61589126
2022,9,13,11,30,PM,"411 Salem St., Wilmington",OPERATOR,F,42.5786786,-71.14872749999999,73887377,73901722
2022,9,12,5,25,PM,"299 Page Blvd., Springfield",MOTORCYCLE: OPERATOR,M,42.1334642,-72.5601399,70198972,70291984
2022,9,12,12,12,PM,"26 Shawsheen Rd., Bedford",PEDESTRIAN,F,42.4863271,-71.2591454,72807903,72825796
2022,9,10,8,11,PM,"327 River Rd., Florida",MOTORCYCLE: OPERATOR,M,30.5598736,-81.9215361,67803880,67804321
2022,9,10,5,35,PM,"786 Plainfield Rd., Ashfield",OPERATOR,F,42.4987988,-72.8707326,63205234,63272177
2022,9,9,9,38,PM,"25 Conlin Rd., Oxford",OPERATOR,F,42.1253764,-71.900049,70199732,70224360
2022,9,9,4,35,PM,"I-495 NORTH, MM 75.6, Boxborough",OPERATOR,M,42.4934861,-71.5393449,73713515,64695155
2022,9,8,9,35,AM,"Morton St. + Selden St., Boston",PEDESTRIAN,M,42.2803622,-71.0825117,61452565,61490264
2022,9,5,10,13,AM,"SR-116 (Sunderland Rd.), Deerfield",OPERATOR,M,42.4683921,-72.5877249,65957326,66046485
2022,9,4,11,30,PM,"593 Lynn Fells Pkwy., Melrose",OPERATOR,M,42.4628806,-71.0580178,66570584,66572246
2022,9,4,7,48,PM,"GAR Hwy. + I-195 WEST, Swansea",PEDESTRIAN,M,41.7432498,-71.1932229,68805091,68841544
2022,9,3,3,47,PM,"147 Frost Rd., Tyngsborough",PASSENGER,F,42.6940761,-71.4120779,68558984,68624659
2022,9,3,1,52,PM,"Walnut St., Lynnfield",OPERATOR,F,42.5146845,-71.0293052,65286832,5232553133
2022,9,2,9,1,PM,"1269 Main St., Worcester",PEDESTRIAN,F,42.2423665,-71.8438379,74433957,74484257
2022,9,1,4,46,AM,"Centre St. + Columbus Ave., Boston",PEDESTRIAN,M,42.3249346,-71.09841229999999,61350512,61350521
2022,8,31,8,18,PM,"273 Pleasant St., Brockton",PEDESTRIAN,M,42.0874233,-71.02981439999999,64115845,64228536
2022,8,31,5,17,PM,"66 Belmont St., Worcester",MOTORCYCLE: OPERATOR,M,42.2717109,-71.7952188,74464771,5107294584
2022,8,31,5,59,AM,"280 Providence St., Worcester",PEDESTRIAN,M,42.2377359,-71.7924587,74441508,74490114
2022,8,28,7,21,AM,"182 North Shore Rd., Revere",OPERATOR,M,42.4383308,-70.9697846,73562204,73555610
2022,8,28,2,20,AM,"US-1 NORTH + SR-16 EAST, Chelsea",OPERATOR,M,37.2266918,-77.4013696,67803880,67804321
2022,8,27,10,34,PM,"Lowell Connector NORTH, near Industrial Ave., Lowell",PEDESTRIAN,M,42.6224191,-71.3200478,64898605,64827977
2022,8,27,8,0,PM,"Chestnut St. + Congress St., Springfield",BICYCLIST,M,42.109638,-72.59383799999999,70033226,70231861
2022,8,27,11,3,AM,"US-3 SOUTH, EXIT 84, Chelmsford",OPERATOR,M,42.6201569,-71.3545836,1524149300,64887186
2022,8,27,1,40,AM,"SR-16 WEST + Vine St., Everett",PEDESTRIAN,M,42.4040052,-71.0471603,67007623,67023061
2022,8,26,1,21,AM,"US-20 EAST, MM 91.6, Brimfield",PEDESTRIAN,F,42.122043,-72.20366,63914438,63964047
2022,8,24,10,13,PM,"I-95 NORTH, MM 85, Newburyport",MOTORCYCLE: OPERATOR,M,42.813898,-70.9152693,67393140,67390600
2022,8,24,8,30,PM,"SR-24 NORTH, EXIT 38A, Stoughton",OPERATOR,F,42.121745,-71.0614057,67476832,67492381
2022,8,24,7,55,PM,"I-495 NORTH, EXIT 118, Amesbury",MOTORCYCLE: OPERATOR,M,42.8382095,-70.9451596,66776443,66579062
2022,8,24,4,8,PM,"West Falmouth Hwy. + Chapoquoit Rd., Falmouth",MOTORCYCLE: OPERATOR,F,41.5994095,-70.6367935,67421007,67470715
2022,8,24,9,12,AM,"Graham St. + Lancaster St., Leominster",OPERATOR,M,42.5208038,-71.7552117,64616790,64617855
2022,8,23,10,4,PM,"US-1 SOUTH at Essex St., Saugus",PEDESTRIAN,M,42.4572841,-71.0242069,74923246,74933616
2022,8,23,3,0,AM,"Main St. + Sterling Rd., Lancaster",OPERATOR,M,42.4415669,-71.68660430000001,64024720,64027872
2022,8,22,9,13,AM,"Hayward St. + Commercial St., Braintree",OPERATOR,F,42.228205,-70.9875915,330121207,330136165
2022,8,20,2,58,PM,"SR-106, 204 Plymouth St., Halifax",PEDESTRIAN,M,41.9965096,-70.8371263,5479996070,5479996252
2022,8,20,2,45,AM,"SR-140 SOUTH, MM 2.6, New Bedford",PEDESTRIAN,F,41.6932806,-70.9474864,66927356,66907332
2022,8,19,8,43,AM,"300 Sunderland Rd., Amherst",OPERATOR,F,42.4216556,-72.5370334,66602704,66719771
2022,8,19,12,34,AM,"I-90 EAST, MM 84.2, Charlton",OPERATOR,F,42.153294,-71.9726527,65000933,70960244
2022,8,18,4,30,AM,"369 Hosmer St., Marlborough",OPERATOR,M,42.36382340000001,-71.53319239999999,65818783,65906055
2022,8,17,12,17,AM,"I-495 NORTH, MM 58, Hopkinton",OPERATOR,M,42.2252332,-71.548498,63097326,63085049
2022,8,16,7,45,PM,"19 Littleton Rd., Westford",OPERATOR,M,42.5771247,-71.40205929999999,72255220,72387383
2022,8,16,5,15,PM,"SR-2 EAST, MM 103, Lancaster",OPERATOR,M,39.7136754,-82.5993294,67803880,5048170854
2022,8,16,11,53,AM,"3900 Falmouth Rd., Barnstable",MOTORCYCLE: OPERATOR,M,41.6483002,-70.4276634,5629589268,67927580
2022,8,13,11,37,PM,"I-290 WEST, west of EXIT 20, Worcester",PEDESTRIAN,M,42.2609917,-71.7933862,74519106,74689087
2022,8,13,9,17,AM,"300 Salem End Rd., Framingham",MOTORCYCLE: OPERATOR,M,42.2942932,-71.44861,61444740,61446553
2022,8,12,5,21,PM,"South Ave. WEST + West St., Attleboro",OPERATOR,M,41.933975,-71.3201374,65732206,65756170
2022,8,12,11,28,AM,"1055 Broadway, Somerville",BICYCLIST,M,42.3875968,-71.0994968,61177514,71954781
2022,8,12,5,43,AM,"I-93 NORTH, prior to EXIT 4, Randolph",PASSENGER,M,43.2897137,-71.5707282,194971543,194971559
2022,8,11,12,7,AM,"608 Reed Rd., Swansea",MOTORCYCLE: OPERATOR,M,29.6585287,-95.3499981,67803880,5048170854
2022,8,9,2,40,AM,"Lebanon St. (near Sylvan St.), Melrose",OPERATOR,M,42.4485843,-71.0586075,66566091,66583408
